Date,Close
2020-01-03,-0.007600949901349988
2020-01-06,0.0038078515114332596
2020-01-07,-0.0028159839463453443
2020-01-08,0.005315746035881266
2020-01-09,0.006757680366359273
2020-01-10,-0.002881653566301137
2020-01-13,0.006853519173756572
2020-01-14,-0.0015256016568025448
2020-01-15,0.0022570564211615704
2020-01-16,0.008283993215701007
2020-01-17,0.0031078030808295138
2020-01-21,-0.0019602825389685645
2020-01-22,0.00012115003448740187
2020-01-23,0.001145965803954921
2020-01-24,-0.008933271453339563
2020-01-27,-0.01615896051492872
2020-01-28,0.010424748869764683
2020-01-29,-0.0008263770695358746
2020-01-30,0.0032400708247209966
2020-01-31,-0.018324795683240903
2020-02-03,0.007401027817054657
2020-02-04,0.015126558637534777
2020-02-05,0.011481539184860265
2020-02-06,0.0033593213560905283
2020-02-07,-0.005343893924078627
2020-02-10,0.007437641236750372
2020-02-11,0.0017312539752243627
2020-02-12,0.006422439754786063
2020-02-13,-0.0010676453603842165
2020-02-14,0.0016007441481586714
2020-02-18,-0.0025801734861329224
2020-02-19,0.004769544719568462
2020-02-20,-0.004116518287753786
2020-02-21,-0.010351729516741646
2020-02-24,-0.03372769690976077
2020-02-25,-0.030770936895666304
2020-02-26,-0.003684967370230512
2020-02-27,-0.04595148849911592
2020-02-28,-0.004210501751975361
2020-03-02,0.04239546453964917
2020-03-03,-0.02905070372137172
2020-03-04,0.04117380069091807
2020-03-05,-0.033806835896877364
2020-03-06,-0.01666926806141456
2020-03-09,-0.08131245950775126
2020-03-10,0.050450372085790215
2020-03-11,-0.049976664722159676
2020-03-12,-0.10056861266836396
2020-03-13,0.08202762401169608
2020-03-16,-0.115886118460679
2020-03-17,0.052584966777230444
2020-03-18,-0.051959610357288855
2020-03-19,0.0021224999445321807
2020-03-20,-0.04405033816188734
2020-03-23,-0.02590073266244886
2020-03-24,0.08673101543699749
2020-03-25,0.014859167769466837
2020-03-26,0.05674878556664108
2020-03-27,-0.030238417681795422
2020-03-30,0.03195959216367466
2020-03-31,-0.015017591842627654
2020-04-01,-0.04604925175675542
2020-04-02,0.02281344921632687
2020-04-03,-0.014559673932466526
2020-04-06,0.06500682459250379
2020-04-07,0.0010189046961652493
2020-04-08,0.03301747685679912
2020-04-09,0.015102387485155903
2020-04-13,-0.00917192196282199
2020-04-14,0.02906584127664104
2020-04-15,-0.021476522442634212
2020-04-16,0.0048126982956829085
2020-04-17,0.0266568529614737
2020-04-20,-0.017775123560010563
2020-04-21,-0.030833436833920445
2020-04-22,0.021951707432457515
2020-04-23,-7.172877959764034e-05
2020-04-24,0.013842354220112237
2020-04-27,0.014315235770203641
2020-04-28,-0.0046086847732525315
2020-04-29,0.025841609983259437
2020-04-30,-0.009354434053018156
2020-05-01,-0.02682993268850409
2020-05-04,0.002753973125950922
2020-05-05,0.009197402160384041
2020-05-06,-0.006802130096638057
2020-05-07,0.011994684629291093
2020-05-08,0.016410732346994042
2020-05-11,0.00020511496868033996
2020-05-12,-0.02013264803649215
2020-05-13,-0.017844332966582277
2020-05-14,0.011896271867600974
2020-05-15,0.004586507668035518
2020-05-18,0.0300050883169864
2020-05-19,-0.01032443934223727
2020-05-20,0.01684540419152378
2020-05-21,-0.006927871782004473
2020-05-22,0.0018972593069300223
2020-05-26,0.01224532561746458
2020-05-27,0.014769511654889603
2020-05-28,-0.0018467541320344636
2020-05-29,0.004445846623321862
2020-06-01,0.004033685444982416
2020-06-02,0.00824606832982309
2020-06-03,0.01322045727421985
2020-06-04,-0.002630060678279709
2020-06-05,0.02530654569182236
2020-06-08,0.012014880822404973
2020-06-09,-0.007484385060909969
2020-06-10,-0.005596031615953965
2020-06-11,-0.05937736053858455
2020-06-12,0.011904715611816162
2020-06-15,0.009292171710149861
2020-06-16,0.019064974039664673
2020-06-17,-0.004162727163604523
2020-06-18,0.00038510955649888925
2020-06-19,-0.005731229144856534
2020-06-22,0.00639470526768955
2020-06-23,0.004593069158342964
2020-06-24,-0.025839627370125625
2020-06-25,0.010663466282530157
2020-06-26,-0.0240379170848798
2020-06-29,0.014590230933297562
2020-06-30,0.012728583024946123
2020-07-01,0.006980038865034937
2020-07-02,0.005492020343058432
2020-07-06,0.015319444063002395
2020-07-07,-0.010367657585317339
2020-07-08,0.007619756085963922
2020-07-09,-0.005709366966147946
2020-07-10,0.010158989810075018
2020-07-13,-0.008696647279336292
2020-07-14,0.012875571545829842
2020-07-15,0.009145416939814653
2020-07-16,-0.0032987390964386593
2020-07-17,0.0028948508759482285
2020-07-20,0.008048868702062966
2020-07-21,0.0021254274418283947
2020-07-22,0.005675853950855214
2020-07-23,-0.012003509363653679
2020-07-24,-0.0064614766381128645
2020-07-27,0.007266092897234901
2020-07-28,-0.006362400055860334
2020-07-29,0.01222363293695853
2020-07-30,-0.003573994173961008
2020-07-31,0.007870856327972617
2020-08-03,0.006928131311166237
